title,tag,artist,year,views,features,lyrics,id,language_cld3,language_ft,language
4 Cinderelas,rap,MC Lipi,2016,15,{},"E a fiel não pode saber
Que as amante ta comigo
Que hoje to de rolê
De navera eu to tranquilo
Causando boa impressão
Chega a ser impressionante
7 gatas pro pião, disputa lugar no possante

No rasante nóis decola, dominguera
A felina nóis leva embora
Se é solteira
Pisa no 4 rodas
A 200 eu vou chegar
Fica relax, que hoje promete
A noite é nossa

Então fica no piu
Que hoje você ta com os menino bom
Mentiu quem viu, eu de navera a milhão
E, só não pode еxplanar, da um brek na emoção
Porque sе a fiel descolar, vai moia os pião
Vai moia os pião, vai moia os pião
Oi vai moia os pião
Só que não
Porque nóis é ruim de ser brecado

(?)
Maloqueiro enjoado
Prefiro fica suave
Junto com várias delas

Só de viagem, nos 4 cantos da cidade
4 rodas, 4 portas
E 4 Cinderelas
4 rodas, 4 portas
E 4 Cinderelas
4 rodas, 4 portas
E 4 Cinderelas
E 4 Cinderelas",5961626,pt,pt,pt
Lil Uzi Vert - Money Mitch Tradução em Português,rap,Genius Brasil Tradues,2016,22,"{""Genius Brasil Traduções""}","[Introdução]
(Zaytoven)
Yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah, o quê?
Yeah, o que? Yeah, yeah
Yeah, o que? Yeah

[Verso 1]
Todas as suas joias são engraçadas
Todas as suas vadias são engraçadas
Todo o seu dinheiro é engraçado
Sem centenas de rostos grandes (Hey)
Yeah, Lil Uzi, huh, 1600 (Huh, huh)
Yeah, minha casa parece a mansão da Playboy, tenho 16 coelhinhas (Ayy)
Yeah, eu sou o amante
Yeah, faço o que eu quiser
Yeah, não prenda aquele mano ali porque ele é um undie (12)
Yeah, me lembrei que eles não me amam
Agora essas garotas querem me abraçar
Só disse isso porque os namorados delas estão ouvindo, mas essas garotas querem foder comigo
Yeah, tenho a 'Rari
Viu o Wraith, corra (Skrrt)
Corra, corra (Yeah)
Corra (Yeah), corra, yeah
Agora eu tô no topo do jogo, eu me lembro que eu não era nada (O que?)
Se eu falar com você, garota, cara, eu juro que você é sortuda
Ooh, nado nela
Ooh, me deixe tocar você
Se vire, garota, me deixe gozar (Woo)
Correndo de volta, correndo de volta, correndo
Yeah, em Atlanta (Em Atlanta)
Como se eu fosse o TJ Duckett (O quê?)
Terno da Dior
Pego o braço e eu algemo (Ayy)
Não confio em ninguém por nada (Não)
Corro e eles arrebentam (Bow)
Usando Xans até eu chapar (Woo)
Barras cheias, agora eu bato neles
Olha, ela trouxe as amigos dela, elas querem curtir (Yeah)
Falo com as minhas no amontoado
Todos os meus manos, alguns são selvagens (Yeah)
Você poderia deixá-los na selva (Selva)
Você poderia deixá-los no deserto (Yeah)
Alguns são cachorros, precisam de um focinho
Garotinha, se vire
Eu não quero abraçar (Não)
Caramba, você tá molhada igual uma poça, yeah
Eu falei, você tá molhada igual uma poça, yeah
E eu tô me achando, o quê?
Na molly e no comestível
Agora sua vida tá à sua frente (Yeah)
Ninguém tá à sua frente (Não)
Mike Tyson, eu sou impecável (Yeah)
Cara, eu juro que é isso que essa grana vai fazer (O quê?)
Yeah (Huh?)
Cara, eu juro que é isso que essa grana vai fazer (Dinheiro, dinheiro)
Ela me levou pro quarto dos fundos, e disse: ""Veja o que esse boquete vai fazer"" (Huh)
[Refrão]
Corra, corra (Corra)
Vadia, corra
100 mil em joias, yeah
Falei pro meu joalheiro correr, ayy
Por que você continua falando sobre dinheiro? (O quê?)
Garoto, você não tem dinheiro (Não)
Por que você continua zombando? (Yeah)
Garoto, eu não sou nenhum idiota (Não)

[Verso 2]
Tenho uma vadia branca, o nome dela é Connie (Yeah)
Andando na Lam' igual o Johnny (Skrrt)
Em LA, o TMZ corre atrás mim, chuto a câmera tipo karatê
Yeah, em um Porsche
Ela em um Masi (Vroom)
Ela tirou fotos minhas quando eu tava dormindo
Ela disse que queria 15 mil
Corra, corra (Vadia)
Corra, corra (Vadia estúpida)
Assim que eu pagar esse dinheiro, ayy
Putinha você vai estar feita, ayy
Arma grande como se eu estivesse caçando, yeah
Meu primo tava cortando cebolas, yeah
Tira essa merda direto do forno (Yeah)
Fui no bloco, ganhei 100 (Lil Uzi)
Yeah, fui no bloco, ganhei 100 (Yeah)
100 mil (Whoa)
Todos os meus manos, eles são selvagens (Yeah)
Eu sou um bandido da Vlone, é por isso que sou estiloso (Yeah)
Minha garota principal, eu juro que ela tá na faculdade
Ela me pagou um boquete, é assim que eu adquiro conhecimento (Huh)
Naquele estúdio usando aquele Alyx (Yeah)
Yeah, fumar maconha me deixou alto igual um piloto (Huh)
Conheci uma garota e ela trabalhou no Follies
Conheci uma garota que trabalha no Magic City (City)
Yeah, a garota do Follies, ela é peituda
A garota do Magic, ela é gostosa
Na verdade, nenhuma delas me aguenta (Uh)
Yeah, nenhuma dessas garotas me entende, yeah
Elas só estão comigo porque eu tenho essas de 100 e essas de 50, yeah (O quê?)
Lil Uzi não anda com nota de 20 (De jeito nenhum)
Yeah, o engraçado é que você realmente não anda com dinheiro (Yeah)
Você ainda anda com notas de 10 e de 5 (Yeah)
Você ainda anda com aqueles centavos e moedas (O quê?)
Você levou aquela mina para, um, conhecer sua mãe (O quê?)
Mas eu fodi aquela mina na hora
Coloquei todas as garotas em uma linha
Garoto, eu não tô mentindo
Por favor, não saia da linha
Eu sou Leonino igual um Leão (Huh)
[Refrão]
Corra, corra (Corra)
Vadia, corra
100 mil em joias, yeah
Falei pro meu joalheiro correr, ayy
Por que você continua falando sobre dinheiro? (O quê?)
Garoto, você não tem dinheiro (Não)
Por que você continua zombando? (Yeah)
Garoto, eu não sou nenhum idiota (Não)
Yeah, tenho a 'Rari
Viu o Wraith, corra
Corra, corra
Corra, corra",5979763,pt,pt,pt
Precipícios,rap,xtinto,2016,39,"{​xtinto,CRIPTA}","[Verso 1: xtinto]
Sente o fabrico próprio
Eu raramente fabrico sóbrio
Tropa eu vi-me mórbido em cima dum beat pródigo
E eu 'tou sick, lógico
Do meu psicológico
'Tou num jazigo tóxico onde recito o ócio
Reciclo o ódio pelo pódio
Encriptado
No subsolo, eu subo só
Para acertar o relógio
Chego a horas ao clock e o coloco
Cloreto de sódio
Prometo não ser antiespasmódico
Sócio, tanta dor, amor no próximo episódio
[?], é tentador ver o que eu grego no portefólio
'Tou cego meio agnóstico e anoto isso num post-it
É cómico, só que tipo, não me cola ser católico
Sinto-me em estado crítico sem atestado clínico
E sem antes estar apto sou testado num estado críptico
'Tou tipo o Taarabt, em fraco estado físico
Num beat sou tarado e embarco num coma olímpio
[Verso 2: cripta]
De tanto nadar contra a maré
Preciso de me enxugar André
Para e pensa ok mas nem sempre que penso paro
Raramente ou nunca pensamentos a ensopar
O peso só para na nuca
Rotina é uma foice
Durmo com pouco, bebo
Fumo muito, corvo morto
E o desporto foi-se
Desde que o Diabo sorriu
Tão bom, sombrio
Com dom sem brio
Branco frio cabril
Apaixonei-me abriu-me
As portas em abril
E eu deixei-me, não vendi
A alma ao diabo, eu ofereci
E agora sim, sinto-me bem
Tenho [feraz?], pulveriza na ferida
Grita mas dá uma passo
Queriam que eu subisse
As escadas eu desci
Safodam fardas e fadas
Foi aqui que eu me benzi
Sombras que vou conhecendo
Vício é um precipício com escadas que vou descendo",5994107,pt,pt,pt
Não Escolha,rock,Surra,2016,10,{},"[Letra de ""Não Escolha"" por Surra]

Condicionado a vida toda a dizer ‘sim'
Aceitando, sem questionar
Uma ideia que causa dor há mais de dois mil anos

E um ‘deus-juiz’ criado para causar
Desespero, culpa e automutilação
O que é um caso de saúde pública vira religião

Vivemos debaixo de leis conservadoras
Influenciadas por uma particular religião que em toda a história
Se mostrou errada e prepotente agindo acima da lei e da razão
Absolvem como inocentes os seus seguidores e as pessoas não entendem:
Muita coisa que é ilegal, o clandestino favorece o capital pra lucrar com desigualdade social

Qual será a profundidade desse abismo chamado ignorância?
Tiram tua vontade de viver pra si mesmo
Devemos romper essas barreiras pra chegar o quanto antes à tomada do poder
A sociedade somos nós
E não meia-dúzia de velho playboy
Dizendo o que devemos vestir, comer, pensar, fazer...",6000255,pt,pt,pt
Peso Morto,rock,Surra,2016,3,{},"[Letra de ""Peso Morto"" por Surra]

Excluído, abandonado, que nem lixo na calçada
Invisível: um peso morto pra vocês

Já perderam sua compaixão, não esperam de vocês nenhuma atenção
Se acostumaram com a solidão e quando morrer não vai ter nem caixão
O conforto vem no formato de pedra e a primeira regra: entrou não sai mais
Acaba com a fome e o frio que congela, o bagulho é maior treta, eles correm atrás

Uma covardia comparar a vida de um miserável ao seu dia-a-dia
Argumentando que tudo é possível superar

Nesse sistema que explora e humilha, vai saber lá o que é humilhação
Sufocado nas conta e desempregado, fodido na vida, moral lá no chão
Largado na rua com filho e com filha, te apontam o dedo te xingam de tudo
Te amarram no poste, te enchem de murro, te oferecem droga e te largam no mundo

A polícia vem e mata
E eles não vão fazer nenhuma falta pra vocês
A violência só te assusta
Quando eu falo pra dar tiro em burguês
Caralho, aí, lembraram de você
O descaso do estado veio a florescer
Te matam, te espancam na maior violência
E tu some no vácuo de uma ocorrência",6000272,pt,pt,pt
Embalado pra Vender,rock,Surra,2016,5,{},"[Letra de ""Embalado pra Vender"" por Surra]

Ensanguentado, com frio, fome e todo fudido
Fratura exposta e pneumonia
Superlotação, sufoco e desespero
Acordado e sentindo dor o dia inteiro
Dieta programada, corpo etiquetado
Longe da família desde que nasceu
Confinado e torturado a chute e choque elétrico
Cumprindo pena sem ter feito porra nenhuma

Vai morrer agonizando e só!

Dinheiro primeiro
E a gente aprendeu a consumir bastante, é assim que eles gostam
Produz de tudo e não receber nada
E qualquer merda vale mais que uma vida
Que a minha ou a tua

Atitude execrável
Liberdade questionável
E nenhum de nós nunca se perguntou ‘O quê?’, ‘Quando?’ ou ‘Por quê?’
Simples assim, tu aceita, pode jogar no teu prato pra comer
Muito além da exploração, muito além do que tu vê
Dor, sangue e solidão embalado pra vender
‘O quê?’, ‘Quando?’ ou ‘Por quê?’
Eternamente tu aceita essa merda e tá fadado a obedecer
Ignora a exploração, vira a cara pra não ver
Dor, sangue e solidão embalado pra vender
Embalado pra vender",6000281,pt,pt,pt
Tamo na Merda,rock,Surra,2016,11,{},"[Letra de ""Tamo na Merda"" por Surra]

O plano vigente é duplamente falho:
Destroe total os recursos naturais
E é insustentável, acabará jamais
Com a miséria que ele mesmo criou

Tô ligado, mano Leo, mas a história nos ensina:
Grande massa trabalhando... solução é tecnologia!

Grande massa tá é na merda. Isso sim, vai se fuder
Se alimentam da nossa miséria, nos privam de paz de conforto e lazer

Mundo rico, desigual
Não!

Enquanto nós continuar submissos aos interesses do capital
Vão continuar a cagar na nossa cara e vocês vão achar legal",6000294,pt,pt,pt
Nasce Cresce Morre e Some,rock,Surra,2016,11,{},"[Letra de ""Nasce, Cresce, Morre e Some"" por Surra]

Nasce, cresce, morre e some pra já vir outro no lugar
E alimentar as engrenagens de uma máquina que te aliena
E te educa a ser um otário que obedece e não questiona
Que apanha e não revida

Qual é o sentido de viver, mundo moderno?
Felicidade parcelada no cartão?
E quem ta às margens? Vai pra vala?

Seleção social moderna, racista e elitista
Escolhe com critério e mata

Nós passa a vida intеira cuidando e se preparando pra morrеr
Pra ser esquecido no tempo, cinza no vento ou órgão pros outros vender
Sem olhar pro lado e dar a mão pra quem tá fodido
Nós só enxerga o próprio umbigo
E o resto que vá se foder
O que a vida então significa se a morte só dói pra quem fica?
Do que vale o esforço de se matar pra viver?
Prefiro ser um fracasso mas ainda ser eu
Sem orgulho de nenhum privilégio
Que o sistema me ofereceu",6000332,pt,pt,pt
O Errado e o Certo,rock,Surra,2016,1,{},"[Letra de ""O Errado e o Certo"" por Surra]

Esquizofrenia e depressão refletem sobre a vida
E as noia da cabeça martelando em minha mente o que há de pior
Me pego escrevendo sobre a violência ao meu redor

Gritaria fodida no andar de cima, achei que ia cair a laje de tanta trepidação
Autoridade do pai e o desespero da filha
Que raiva do caralho

Até onde vão os nossos traumas, nossos medos
Que resultam em omissão?
Qual a sua posição? Qual a sua decisão?

Tu manda e desmanda e eu sou um imbecil
Revoltado, descrente, perdido na vida
Conceitos diferentes do que é respeito
Nunca demos jeito, nunca refletimos
Sobre a maneira que nos tratamos e encaramos o errado e o certo
A quem pertence a nossa intimidade, senão a nós mesmos?
A sua autoridade existe desde o início da nossa história
Batendo as portas, socando as paredes
Gritando e ameaçando a minha saúde mental
A paz fugiu de casa e não deixou recado
Já o ódio, legado, eu me sinto mal
Me sinto coagido a obedecer calado
Me sinto fodido, com medo e humilhado

Que porra é essa de obediência?
Tua intolerância é fruto da carência de
Uma infância perturbada em meio a toda a merda dessa sociedade
Moralista e toda errada, onde o ódio e o egoísmo ditam a verdade
Desde o início da nossa história",6000312,pt,pt,pt
Daqui pra Pior,rock,Surra,2016,17,{},"[Letra de ""Daqui pra Pior"" por Surra]

Retrocesso de mais de 50 anos nas ideia
Dendo massa de manobra e praguejando sua moral
Falta argumento ou seria sentimento?
O dinheiro é seu deus, escravo do capital!

Sempre vendendo os seus ideais
Batendo no peito “somos liberais!”
Repúdio ao aborto e homossexual
Em prol da família tradicional

Discurso morto, reciclado e ultrapassado
Diariamente prega o ódio atrás da tela e caga regra na maior
Tira selfie com a PM e quer cadeia pra menor
Acabou a esperança, é daqui pra pior

Sempre vendendo os seus ideais
Batendo no peito “somos liberais!”
Na igreja você pede “livrai-nos de todo o mal”
E no Datena aplaude a polícia sentando o pau
Antes Roberto Campos era o seu guru
Agora, Bolsonaro? Vai tomar no cu!
Marco Feliciano, não tem ninguém melhor?
Acabou a esperança, é daqui pra pior

Religião e corrupção
Teus nobres motivos te enchem de razão
Ignorância e intolerância
Discurso safado, manipulação!
Manipulação!
Discurso safado, manipulação!",6000321,pt,pt,pt
7 a 1,rock,Surra,2016,8,{},"[Letra de ""7 a 1"" por Surra]

Preconceito e ignorância, nós é campeão
Desrespeito e violência com base na religião
O jovem racista é o orgulho da nação
Pra pobre e favelado nunca tem rebelião

Em qualquer esfera a bagunça é a lei
Vai pra casa do caralho quem tentar fazer o certo
É um trouxa, é um otário, é passado pra escanteio
Aqui você se vende por qualquer merda

Eu não compus hino, eu não desenhei bandeira (Não!)
Não me manifesto com essas anta patriota (Não!)
O velho corrupto sempre vence no final
Enquanto pra menor pedem pena capital

Vamos dançar e esquecer a desgraça
Todo dia mandando pra dentro aquela cachaça
Na baladinha open-bar playboy se faz
Enquanto o mundo continua esse caralho de exploração
E não adianta mais se revoltar
Com as tuas esperanças eles vão acabar",6000322,pt,pt,pt
Tô Fora Dessa Merda,rock,Surra,2016,4,{},"[Letra de ""Tô Fora Dessa Merda"" por Surra]

Propaganda infalível alia status, beleza e amor
Investimento, horário nobre, não falam sobre a dependência e a dor
Padrão de beleza no paraíso ou pagando um sapo na mesa do bar
No rosto sempre um sorriso, te assediando pra acreditar
Que você vai ser feliz consumindo e enchendo a cara
Nunca tem nada de errado contigo, o mundo é belo quando entorpecido

Toda rua, toda esquina, tem boteco, bar, tem cachaça e droga
Logo de marca em toda parede, propagando é a alma do negócio
Livre mercado chegou foi trincando em forma de álcool na periferia
Primeiro que hospital e escola, mais do que óbvio: estratégia, eu diria

Não, você não ta seguro
Muito pior que o perigo aparente é o esquecimento de quem você era
E é o que foi tomado a força da gente

Quem veio aqui só pra beber? Quem veio aqui pra questionar?
Qual o intuito dessa merda, se nem todo mundo vai participar?
Deixando as regras de fora entrar primeiro, copiando um modelo
Que proíbe informação e só se interessa por dinheiro
Se aqui só tem espaço pra idiota, baladeiro e violência
Eu tô fora dessa merda
Tô fora dessa merda",6000328,pt,pt,pt
Faz o Fácil,rock,Surra,2016,4,{},"[Letra de ""Faz o Fácil"" por Surra]

Será que a gente deve criar um museu pra esses velho cabeçudo e saudosista?
Teus ídolos não são os mesmos que os meus
Morreram junto à tua vontade de ouvir música

Tu diz ""tudo uma merda essas banda nova, eu prefiro ouvir pra sempre a mesma coisa e fim""
Só chupa saco de gringo e banda mainstream
Na moral?
Será que não pensaram a mesma merda quando eles surgiram?
Que era 'um bando de moleque fazendo barulho'?
Hoje tem recurso, hoje tem gravadora, mas nada contra

O que é prioridade numa banda então?
O quanto 'NY' ou 'Head Banger' é?
Nem sei que porra é essa

Parece que vocês envelheceram junto
Com esses crítico de merda dessa mídia lixo
O tempo e a idade cansam qualquer um
Eu sei, mas não adianta espernear
Vagabundo é atitude e disposição
E ninguém tá esperando a tua aprovação
Tu vai chorando um passado que não volta mais
Eu não to desmerecendo o que tu aprendeu
Sei que muita coisa aí tem pra me ensinar
A real? Todo mundo quer aparecer também
Faz o fácil, faz o mesmo, qualquer merda
Que se foda, sem ter nada original
Mas não significa que o que é bom já foi enterrado
Abre a mente, eternamente, todo mundo sempre tem o que aprender
Sempre tem o que aprender",6000341,pt,pt,pt
Gratidão,rock,Surra,2016,5,{},"[Letra de ""Gratidão"" por Surra]

Com uma poesia e uma foto na Internet
A gente dá sentido nessa vida miserável
Rico de dinheiro, mas sem criatividade
Falso sentimento, mas dinheiro de verdade
Um diário público contando a nossa história
Mas antes de viver a gente tem que mostrar
O quanto medíocre a gente se tornou
E que o nosso medo de viver gerou um mercado
Lucrativo pra caralho!

Pra onde nós vamos agora com nossos inseparáveis celulares?
A gente não consegue nem sair de casa
A gente fica apavorado até com a luz do sol
Vamos viver um monte de aventura
Atrás de uma merda de um computador
Até atrofiar todo órgão do corpo e a morte chegar!

Com frase de efeito e 'gratidão'
Vídeo de autoajuda e o cu na mão
Nosso comportamento hoje tem padrão
Estipulado pelo nosso egoísmo ridículo
Juventude, vamo' tomar cuidado
Senão vão privatizar a nossa sinceridade
Ai, caralho, o mundo é de verdade!
Só fala baixo aí, senão nós é apedrejado

Nossa vontade frágil de acordar pra viver
Sufocado em arrogância, consumismo e intolerância",6000346,pt,pt,pt
Aceitar é o Caralho,rock,Surra,2016,22,{},"[Letra de ""Aceitar é o Caralho"" por Surra]

Toda essa cultura tem uma fórmula
Que pensa e age e formou o que eu sou
Programado igual robô
Tentando me fazer engolir
Toda essa merda, discurso, falácia
Que aponta pra mim e me manda calar
Aceitar é o caralho!
Prefiro morrer do que apagar

No entorpecer da vida, no abandono ou subliminar depressão
Induzida omissão, te tragou, mastigou e vomitou no chão

Uma família, uma empresa e um contrato tomam conta do que é teu
Lucro exorbitante, carga horária abusiva
Criam patente, registro e marca com a tua criatividade
E nossa força de trabalho
Nós é apenas um número

Um exército, um formigueiro forçado a viver em cumplicidade
Na merda e infeliz, tipo ator e atriz, atuando felicidade
A nossa conduta determina o futuro dessa porra
Libertação, substituição ou máquinas que levem a nossa extinção?
O homem do dinheiro não foi programado pra ter compaixão
O ódio é um parasita e a minha classe sofre dessa infecção

É impossível sanar um problema sem apontar quem o causou
Me considera morto se um dia eu me trancar em casa e dizer que acabou",6000352,pt,pt,pt
Não tem Boi,rock,Surra,2016,4,{},"[Letra de ""Não tem Boi"" por Surra]

Mundo lindo, maravilhoso, vamos todos comemorar
A miséria e a desgraça alheia e viva a globalização
Ainda somos colônia e se alguém aqui não percebeu
É que véu da dita democracia anestesiou vocês

Fodeu! Vocês e eu num 'vale a pena ver de novo’ da nossa submissão
Engolindo qualquer merda que nos é oferecido
Todo mundo hasteando a bandeira do partido dos patrão

Mundo lindo e admirável
Ganha quem chegar primeiro
Capitalismo deu muito certo... certo pra quem tem dinheiro!
Subdesenvolvimento é um prato chеio, quem tem mais?
E nós vai levando еssa merda nas costas, sustentando multinacionais

É o fim, pra tu e pra mim
Agora não tem mais volta, o sistema se instalou
Pra romper com esse contrato é só rasgando ele no meio
O bagulho vai se feio
Mas nós temos que aguentar...
As consequências, a polícia, a covardia instalada
E não adianta ficar em casa
Ninguém vai ter boi
Não tem boi, não tem boi

Não dá mais pra esconder
Uma dependência econômica e uma dívida absurda
Que reflete na tua vida, na tua filha, na tua morte
Mas se a gente tiver sorte esse cinza vai virar...

Vermelho da cor do sangue!
E quando for a hora ninguém mais vai segurar
Ninguém joga a toalha, ninguém dá passo pra trás
Nós morre junto e que se foda
Assim se faz reviravolta nessa porra",6000357,pt,pt,pt
Americano Funk,rap,J Nup & Brandon Louis,2016,22,"{""MC Rodolfinho""}","Americano funk

Americano funk
And you know, it's alive
All across the country is going down tonight
Vai, vai, vai, vai, vai, in this club
DJ turn it up
California to Brazil, and you know you can't get enough
It's americano funk

Americano funk

Quica, fica, dança, senta, rebola e vai
Quica, fica, dança, senta, rebola e vai
Quica, fica, dança, senta, rebola e vai
Quica, fica, dança

(Americano funk)
(Americano funk)

Americano funk
(Americano funk)
Oi, tudo bem, como você está? Ah
Tá querendo mais, né?
Tu tá quente, tá quente sim
Ela vai, e-e-e, ela vai
Engole tudo, ela vai sentar sim, ela vai sentar sim
Ela gosta quando eu fico de ladinho

Americano funk

Quica, fica, dança, senta, rеbola e vai
Quica, fica, dança, senta, rebola е vai
Quica, fica, dança, senta, rebola e vai

Ela sentando ficou na memória
Bandido brasileiro trampando na Califórnia
Fazendo história, em busca da glória, ó
Trás minha vitória
Salve!

Pega a visão que a visão é 3D
Direto de Sampa, é IMC
Foco é o PT, curte o rolê
De BMW ouvindo um rap
Eu e o Gutão e as gata privê
Em Hollywood fazendo a turnê
Mostra pras gringa, prova a ginga que nós é maloca lá de SP
Salve, salve, salve, salve, salve, salve!
Beija, beija, beija, beija, beijando na minha boca
When I spit it come and get it really wanna make up
Make up, take off your roupa
She know I want it, so I beija beija beija beija
Beijando na boca ela fica ela senta, na ponta ela vai

Vai, baby come vai, baby come vai, come here quick
Love how you movin' and shakin' them hips
Apart all Brazil I've been takin' them trips
Just to come beija beija on them lips
I do a major, this shit is a banger, you think it was Major Lazer on the mix
I killed a bee, I killed a verse, J Nup & Rodolfinho in this beat (Rodolfinho, what it means?)

Americano funk
Americano funk
Americano funk

(Americano funk)
Hã, vai segurando essa conexão! São Paulo, Brasil, Califórnia, Estados Unidos
J Nup, Brandon Louis",6007005,pt,pt,pt
Mesmo Que,pop,Leo Mello,2016,1,{},"Eu vou me esticar
Tentando a janela alcançar
Vou sentir o vento
A noite gelada está
Vou sentir o cheiro da água
Escorrendo no mato
Vou seguir as luzes
Que no escuro tentam me guiar

E mesmo que eu não possa ver
Mesmo eu não ser quem sou
Mesmo que minha voz tremer
Mesmo que eu não marque um gol
Eu vou

Abra o teu pensar
Isso não é tudo que há
Eu sei que você errou
Falou, falou mas não pensou

E mesmo quе eu não possa ver
Mesmo еu não ser quem sou
Mesmo que minha voz tremer
Mesmo que eu não marque um gol
Eu vou, eu vou, eu vou
Mesmo se o meu ver piorar
Mesmo que eu não possa gritar
Mesmo se alguém me calar
Eu vou",6015603,pt,pt,pt
Rio Silvio Anastacios Rio16 Version,pop,Silvio Anastacio,2016,9,{},"Oh-oh-oh
Pa-ra-ra-la-la-la-la
La-la-la-la
La-la-la-la-la-la-la

Sou Brasil, sou do mundo, sou de lá
Sou de um lugar que eu sempre vou amar

Paraíso de calor, de amores e de mais
Querendo só a paz e no futuro mundo muito mais
Parece que o sol que aquece o céu
É o que me vai fazer feliz demais
Sou assim, espacial
[?] que viver no astral

O nome dela é Rio, ela, meu amor
É a garota de Ipanema e do Leblon
O nome dela é Rio, rio de amor
É a garota de Ipanema e do Leblon
O nome dela é Rio, ela é meu amor
É a garota de Ipanema e do Leblon
O nome dela é Rio, rio de amor
É a garota de Ipanema e do Leblon
Oh-oh-oh
Pa-ra-ra-la-la-la-la
La-la-la-ia
Pa-ra-ra-la-la-la-la

Paraíso de calor, de amores e de mais
Querendo só a paz e no futuro mundo muito mais
Parece que o sol que aquece o céu
É o que me vai fazer feliz demais
Sou assim, espacial
[?] que viver no astral

O nome dela é Rio, ela é meu amor
É a garota de Ipanema e do Leblon
O nome dela é Rio, rio de amor
É a garota de Ipanema e do Leblon
O nome dela é Rio, ela é meu amor
É a garota de Ipanema e do Leblon
O nome dela é Rio, rio de amor
É a garota de Ipanema e do Leblon

Oh-oh-oh
La-la-la-la-la-la-la
La-la-la-la
La-la-la-la-la-la-la
Sou Brasil, sou do mundo, sou de lá
Sou de um lugar que eu sempre vou amar

O nome dela é Rio, ela é meu amor
É a garota de Ipanema e do Leblon
O nome dela é Rio, rio de amor
É a garota de Ipanema e do Leblon
O nome dela é Rio, ela é meu amor
É a garota de Ipanema e do Leblon
O nome dela é Rio, rio de amor
É a garota de Ipanema e do Leblon

(Um, dois, três, vai)
Oh-oh-oh
La-la-la-la-la-la-la
La-la-la-la
La-la-la-la-la-la-la
Oh-oh-oh
La-la-la-la-la-la-la
La-la-la-la
La-la-la-la-la-la-la",6024261,pt,pt,pt
Florence  The Machine - Wish That You Were Here Tradução em Português,pop,Genius Brasil Tradues,2016,42,"{""Genius Brasil Traduções""}","[Tradução de ""Wish That You Were Here"", de Florence + The Machine]

[Verso 1]
Eu tentei deixar tudo para trás
Mas eu acordei e lá estavam eles ao meu lado
E eu não acredito, mas acho que é verdade
Alguns sentimentos podem viajar também
Oh, lá estão eles de novo, sentados no meu peito
Tornando difícil recuperar meu fôlego
Eu luto pela luz da mudança

[Pré-Refrão]
Você está sempre na minha mente
Você está sempre na minha mente

[Refrão]
E eu nunca me importеi de estar sozinha
Então, algo rompeu еm mim e eu quis ir para casa
Para estar onde você está
Mas mesmo tão perto, você parece tão longe
E agora estou te buscando com cada nota que eu canto
E eu espero que elas cheguem até você em algum vento do Pacífico
Que se envolvam ao seu redor e sussurrem em seu ouvido
Que lhe digam que eu sinto saudades e que eu queria que você estivesse aqui
[Verso 2]
E se eu ficar, eu não sei
Haverá tanta coisa que eu vou ter que abrir mão
Você está desaparecendo o tempo todo
Mas eu ainda te vejo na luz
Por você, as sombras lutam
E é lindo, mas há aquele borrão na vista
Devo parar de viajar no tempo, você está sempre na minha mente

[Pré-Refrão]
Você está sempre na minha mente
Você está sempre na minha mente

[Refrão]
E eu nunca me importei de estar sozinha
Então, algo rompeu em mim e eu quis ir para casa
Para estar onde você está
Mas mesmo tão perto, você parece tão longe
E agora estou te buscando com cada nota que eu canto
E eu espero que elas cheguem até você em algum vento do Pacífico
Que se envolvam ao seu redor e sussurrem em seu ouvido
Que lhe digam que eu sinto saudades e que eu queria que você estivesse aqui

[Ponte]
Todos nós precisamos de algo zelando por nós
Sejam os falcões, as nuvens ou a cruz
E então o mar varreu tudo e deixou a todos nós sem palavras
Sem palavras
[Refrão]
E eu nunca me importei de estar sozinha
Então, algo rompeu em mim e eu quis ir para casa
Para estar onde você está
Mas mesmo tão perto, você parece tão longe
E agora estou te buscando com cada nota que eu canto
E eu espero que elas cheguem até você em algum vento do Pacífico
Que se envolvam ao seu redor e sussurrem em seu ouvido
Que lhe digam que eu sinto saudades e que eu queria que você estivesse aqui

[Pós-Refrão]
Queria que você estivesse aqui
Queria que você estivesse aqui
Queria que você estivesse aqui
Eu queria que você...",6025415,pt,pt,pt
